"year","artist_name","song_title","release_week","weeks_charted_all_time","peak_rank","pandora_id","initial_match","gender","register","genre","spoken","falsetto"
1958,"Bobby Pedrick, Jr.","White Bucks And Saddle Shoes","1958-11-10",4,74,1799039,"True","male",8,"Pop",0,0
1958,"Boots Brown And His Blockbusters","Cerveza","1958-08-11",8,62,10712228,"True",NULL,NULL,NULL,NULL,NULL
1958,"Buddy Holly","Early In The Morning","1958-08-04",7,32,9911582,"True",NULL,NULL,NULL,NULL,NULL
1958,"Buddy Holly","Heartbeat","1958-12-29",4,82,28147,"True","male",6,"Rock",0,0
1958,"Buddy Knox with the Rhythm Orchids","Somebody Touched Me","1958-08-04",14,22,8390931,"False",NULL,NULL,NULL,NULL,NULL
1958,"Carl Smith","Guess I've Been Around Too Long","1958-09-08",1,93,11287936,"True",NULL,NULL,NULL,NULL,NULL
1958,"Chuck Berry","Beautiful Delilah","1958-08-04",1,81,251810,"True","male",8,"Pop",3,0
1958,"Chuck Berry","Carol","1958-08-25",10,18,9729,"True","male",7,"Pop",0,0
1958,"Chuck Berry","Joe Joe Gunne","1958-11-17",5,83,7082395,"False",NULL,NULL,NULL,NULL,NULL
1958,"Chuck Berry","Johnny B. Goode","1958-08-04",1,80,9730,"True","male",6,"Pop",0,0
1958,"Chuck Berry","Merry Christmas Baby","1958-12-15",3,71,160250,"True",NULL,NULL,NULL,NULL,NULL
1958,"Chuck Berry","Run Rudolph Run","1958-12-15",4,45,5818172,"True",NULL,NULL,NULL,NULL,NULL
1958,"Chuck Berry","Sweet Little Rock And Roller","1958-11-10",9,47,251815,"True","male",7,"Pop",3,0
1958,"Chuck Willis","My Life","1958-08-18",5,56,7405010,"True",NULL,NULL,NULL,NULL,NULL
1958,"Chuck Willis","What Am I Living For","1958-08-04",7,25,1993900,"True","male",6,"R&B",0,0
1958,"Clyde McPhatter","A Lover's Question","1958-10-06",24,6,485222,"True","male",7,"Pop",0,0
1958,"Clyde McPhatter","Come What May","1958-08-04",3,43,6844621,"True",NULL,NULL,NULL,NULL,NULL
1958,"Connie Francis","Fallin'","1958-10-13",10,30,274580,"True","male",7,"Rock",0,4
1958,"Connie Francis","My Happiness","1958-12-08",18,2,15039236,"True","female",6,"Pop",0,0
1958,"Connie Francis","Stupid Cupid","1958-08-04",13,17,15039254,"True","female",7,"Pop",0,3
1958,"Conway Twitty","It's Only Make Believe","1958-09-15",21,1,1076401,"True","male",4,"Pop",0,0
1958,"Count Basie & His Orch.","Going To Chicago Blues","1958-08-18",1,100,8867804,"True","male",7,"Jazz",0,2
1958,"Cozy Cole","Topsy I","1958-09-15",13,27,12532842,"True",NULL,NULL,NULL,NULL,NULL
1958,"Cozy Cole","Topsy II","1958-08-25",21,3,12532842,"True",NULL,NULL,NULL,NULL,NULL
1958,"Cozy Cole","Turvy II","1958-12-01",8,36,10711371,"True",NULL,NULL,NULL,NULL,NULL
1958,"Cyclones","Bullwhip Rock","1958-09-29",2,83,12511802,"False",NULL,NULL,NULL,NULL,NULL
1958,"Dale Hawkins","A House, A Car And A Wedding Ring","1958-11-10",5,88,2590756,"True","male",6,"Pop",0,0
1958,"Dale Hawkins","La-Do-Dada","1958-09-01",12,32,6038714,"True","male",6,"Rock",0,0
1958,"Dale Wright And The Wright Guys With the Dons","Please Don't Do It","1958-09-01",5,77,10661666,"True","male",6,"Pop",0,0
1958,"David Seville","Little Brass Band","1958-08-25",2,78,16501403,"False",NULL,NULL,NULL,NULL,NULL
1958,"David Seville","The Bird On My Head","1958-08-04",1,79,16501403,"False",NULL,NULL,NULL,NULL,NULL
1958,"Dean Martin","Angel Baby","1958-08-04",6,30,7390183,"True",NULL,NULL,NULL,NULL,NULL
1958,"Dean Martin","Return To Me","1958-08-04",4,48,37205,"True","male",5,"Pop",0,0
1958,"Dean Martin","Volare (Nel Blu Dipinto Di Blu)","1958-08-04",13,15,7669755,"True",NULL,NULL,NULL,NULL,NULL
1958,"Dee Clark","Nobody But You","1958-12-01",17,21,6016037,"True","male",7,"Rock",0,3
1958,"DeJohn Sisters","Straighten Up & Fly Right","1958-08-18",2,73,12793007,"True",NULL,NULL,NULL,NULL,NULL
1958,"Dicky Doo And The Don'ts","Leave Me Alone (Let Me Cry)","1958-09-29",9,44,13274169,"True",NULL,NULL,NULL,NULL,NULL
1958,"Dion & The Belmonts","Don't Pity Me","1958-12-22",12,40,12097824,"True","male",7,"Rock",0,4
1958,"Dion & The Belmonts","I Wonder Why","1958-08-04",2,47,12097792,"True","male",7,"Rock",0,0
1958,"Dion & The Belmonts","No One Knows","1958-08-25",16,24,12097810,"True","male",7,"Rock",0,0
1958,"Domenico Modugno","Nel Blu Dipinto Di Blu (Volaré)","1958-08-04",16,1,6546083,"True","male",5,"Pop",0,0
1958,"Don Gibson","Blue Blue Day","1958-08-04",8,32,6234855,"True","male",5,"Country",0,0
1958,"Don Gibson","Give Myself A Party","1958-09-29",10,46,11648023,"True","male",5,"Country",3,0
1958,"Don Gibson","Look Who's Blue","1958-09-29",10,58,11648025,"True","male",6,"Country",0,0
1958,"Donnie Owens","Need You","1958-10-06",15,25,7872599,"True","male",4,"Pop",0,0
1958,"Doris Day","Everybody Loves A Lover","1958-08-04",12,14,9700041,"True","male",6,"Pop",0,0
1958,"Doris Day","Tunnel Of Love","1958-10-27",8,43,13454243,"True",NULL,NULL,NULL,NULL,NULL
1958,"Doug Franklin With The Bluenotes","My Lucky Love","1958-09-08",4,73,1786336,"False",NULL,NULL,NULL,NULL,NULL
1958,"Duane Eddy His Twangy Guitar And The Rebels","Cannonball","1958-11-03",12,15,633604,"True","#N/A",0,"Pop",0,0
1958,"Duane Eddy His Twangy Guitar And The Rebels","Ramrod","1958-08-25",8,28,633608,"True","#N/A",0,"Pop",0,0
1958,"Duane Eddy His Twangy Guitar And The Rebels","Rebel-'rouser","1958-08-04",8,6,633602,"True","#N/A",0,"Pop",0,0
1958,"Earl Grant","The End","1958-09-15",19,7,1596218,"True","male",5,"Pop",2,0
1958,"Ed Townsend","For Your Love","1958-08-04",1,62,10734033,"True",NULL,NULL,NULL,NULL,NULL
1958,"Ed Townsend","When I Grow Too Old To Dream","1958-09-29",7,59,15342516,"False",NULL,NULL,NULL,NULL,NULL
1958,"Eddie Cochran","C'mon Everybody","1958-11-24",12,35,8994819,"True","male",7,"Pop",0,0
1958,"Eddie Cochran","Summertime Blues","1958-08-04",16,8,9846110,"True","male",6,"Pop",0,0
1958,"Eddie Fontaine","Nothin' Shakin'","1958-09-22",3,64,8800680,"True","male",5,"Pop",2,0
1958,"Eileen Rodgers","Treasure Of Your Love","1958-08-25",15,26,13720163,"False",NULL,NULL,NULL,NULL,NULL
1958,"Elvis Presley","I Got Stung","1958-11-03",16,8,6938458,"True","male",5,"Pop",3,0
1958,"Elvis Presley","One Night","1958-11-10",17,4,12281092,"True","male",7,"Pop",0,0
1958,"Elvis Presley With The Jordanaires","Don't Ask Me Why","1958-08-04",5,34,10927675,"False",NULL,NULL,NULL,NULL,NULL
1958,"Elvis Presley With The Jordanaires","Hard Headed Woman","1958-08-04",8,4,10927675,"False",NULL,NULL,NULL,NULL,NULL
1958,"Enoch Light & The Light Brigade","I Want To Be Happy Cha Cha","1958-11-10",7,48,681940,"True","#N/A",0,"Pop",0,0
1958,"Eugene Church and The Fellows","Pretty Girls Everywhere","1958-12-15",15,36,13102844,"True",NULL,NULL,NULL,NULL,NULL
1958,"Eydie Gorme","Gotta Have Rain","1958-08-04",7,63,6016844,"True",NULL,NULL,NULL,NULL,NULL
1958,"Eydie Gorme","The Voice In My Heart","1958-12-29",1,88,6016843,"True",NULL,NULL,NULL,NULL,NULL
1958,"Eydie Gorme","You Need Hands","1958-08-04",2,57,6016838,"True",NULL,NULL,NULL,NULL,NULL
1958,"Faron Young","Alone With You","1958-08-11",5,51,509397,"True","male",5,"Country",2,0
1958,"Fats Domino","Coquette","1958-11-17",1,92,16929095,"True","male",5,"Rock",0,0
1958,"Fats Domino","Little Mary","1958-08-04",2,72,8012050,"True","male",6,"Rock",0,0
1958,"Fats Domino","Whole Lotta Loving","1958-11-17",15,6,484946,"True","male",7,"Rock",0,0
1958,"Fats Domino","Young School Girl","1958-09-22",1,92,16929061,"True","male",5,"Rock",0,0
1958,"Frank Gallup","Got A Match?","1958-08-04",1,71,5889823,"False",NULL,NULL,NULL,NULL,NULL
1958,"Frank Sinatra","Mr. Success","1958-10-27",11,41,6876046,"True",NULL,NULL,NULL,NULL,NULL
1958,"Frankie Avalon","Ginger Bread","1958-08-04",11,9,9765460,"True","male",6,"Pop",2,3
1958,"Frankie Avalon","I'll Wait For You","1958-10-13",17,15,9765467,"True","male",5,"Pop",0,0
1958,"Frankie Avalon","What Little Girl","1958-10-13",2,79,12646932,"True",NULL,NULL,NULL,NULL,NULL
1958,"Frankie Vaughan","Judy","1958-08-04",1,100,15752145,"True",NULL,NULL,NULL,NULL,NULL
1958,"George Hamilton IV","When Will I Know","1958-08-25",4,65,7168929,"False",NULL,NULL,NULL,NULL,NULL
1958,"George Hamilton IV","Your Cheatin' Heart","1958-09-08",4,72,6067927,"False","male",3,"Country",0,0
1958,"Georgia Gibbs","The Hula Hoop Song","1958-10-06",5,32,636195,"False",NULL,NULL,NULL,NULL,NULL
1958,"Georgie Young","Nine More Miles (The ""Faster-Faster"" Song)","1958-09-22",9,58,272589,"True","male",4,"R&B",2,0
1958,"Gerry Granahan","No Chemise, Please","1958-08-04",3,36,70695,"True","male",6,"Pop",2,0
1958,"Gino & Gina","(It's Been A Long Time) Pretty Baby","1958-08-04",1,46,8792032,"True",NULL,NULL,NULL,NULL,NULL
1958,"Gogi Grant","Strange Are The Ways Of Love","1958-08-25",3,80,6460313,"True",NULL,NULL,NULL,NULL,NULL
1958,"Gordon MacRae","The Secret","1958-09-15",13,18,15008647,"False",NULL,NULL,NULL,NULL,NULL
1958,"Harvey & The Moonglows","Ten Commandments Of Love","1958-09-15",16,22,298640,"True","male",4,"Pop",0,0
1958,"Huey ""piano"" Smith With His Clowns","Don't You Know Yockomo","1958-12-08",6,56,1017105,"True","male",7,"R&B",2,0
1958,"Ivan","Real Wild Child","1958-09-22",5,68,10708511,"True","male",7,"Pop",0,2
1958,"Ivory Joe Hunter","Yes I Want You","1958-09-08",1,94,16085120,"False",NULL,NULL,NULL,NULL,NULL
1958,"Jack Scott","Geraldine","1958-10-13",1,96,15824321,"True",NULL,NULL,NULL,NULL,NULL
1958,"Jack Scott","Goodbye Baby","1958-12-15",16,8,1795613,"True","duet",6,"Country",2,0
1958,"Jack Scott","Leroy","1958-08-04",5,56,1795614,"True","male",5,"Pop",0,0
1958,"Jack Scott","My True Love","1958-08-04",14,3,1795612,"True","male",4,"Pop",4,0
1958,"Jack Scott","Save My Soul","1958-12-29",3,73,8122706,"True","male",5,"Country",2,0
1958,"Jack Scott","With Your Love","1958-09-29",10,28,1795615,"True","male",3,"Country",0,0
1958,"Jackie Wilson","Lonely Teardrops","1958-11-24",21,7,8545306,"True","male",9,"Pop",0,2
1958,"Jackie Wilson","To Be Loved","1958-08-04",1,86,8545263,"True","male",9,"Pop",0,2
1958,"Jackie Wilson","We Have Love","1958-09-22",2,93,6719769,"True",NULL,NULL,NULL,NULL,NULL
1958,"James Brown And The Famous Flames","Try Me","1958-12-15",13,48,68016,"True","male",8,"Pop",0,2
1958,"Jan & Arnie","Gas Money","1958-08-18",2,81,70707,"False","male",7,"Pop",0,0
1958,"Jan & Arnie","Jennie Lee","1958-08-04",2,44,70707,"True","male",7,"Pop",0,0
1958,"Jane Morgan","The Day The Rains Came","1958-09-22",15,21,6107298,"True",NULL,NULL,NULL,NULL,NULL
1958,"Janice Harper","Devotion","1958-08-18",3,82,1331676,"False",NULL,NULL,NULL,NULL,NULL
1958,"Jerry Butler and The Impressions","For Your Precious Love","1958-08-04",5,15,6008499,"True",NULL,NULL,NULL,NULL,NULL
1958,"Jerry Lee Lewis And His Pumping Piano","Break-Up","1958-09-15",5,52,6450367,"True","male",8,"Pop",0,0
1958,"Jerry Lee Lewis And His Pumping Piano","High School Confidential","1958-08-04",2,63,72220,"True","male",7,"Rock",2,2
1958,"Jerry Lee Lewis And His Pumping Piano","I'll Make It All Up To You","1958-09-08",1,85,12149344,"True","male",5,"Rock",0,0
1958,"Jerry Vale","Go Chase A Moonbeam","1958-10-13",7,60,462146,"True","male",5,"Jazz",0,0
1958,"Jerry Wallace","Diamond Ring","1958-12-08",4,78,11968300,"True",NULL,NULL,NULL,NULL,NULL
1958,"Jerry Wallace","How The Time Flies","1958-08-18",16,11,8157001,"True","male",5,"Country",0,0
1958,"Jesse Belvin","Funny","1958-12-29",4,81,5821806,"False",NULL,NULL,NULL,NULL,NULL
1958,"Jill Corey","Big Daddy","1958-09-01",2,96,9026501,"True",NULL,NULL,NULL,NULL,NULL
1958,"Jim Backus & Friend","Delicious!","1958-08-04",2,66,1630391,"True","duet",4,"Pop",6,0
1958,"Jim Reeves","Billy Bayou","1958-12-08",1,95,48239,"True","male",4,"Pop",0,0
1958,"Jim Reeves","Blue Boy","1958-08-04",6,45,505855,"True","male",3,"Country",2,0
1958,"Jimmie Rodgers","Are You Really Mine","1958-08-04",13,10,6957344,"True","male",6,"Pop",0,0
1958,"Jimmie Rodgers","Bimbombey","1958-11-10",16,11,6957365,"True","male",6,"Pop",0,0
1958,"Jimmie Rodgers","Secretly","1958-08-04",3,28,6957367,"True","male",7,"Pop",0,2
1958,"Jimmie Rodgers","The Wizard","1958-08-11",7,45,6957347,"True","male",5,"Pop",0,0
1958,"Jimmy Bowen with the Rhythm Orchids","By The Light Of The Silvery Moon","1958-08-04",8,50,1799054,"False",NULL,NULL,NULL,NULL,NULL
1958,"Jimmy Clanton","A Letter To An Angel","1958-10-20",12,25,5560305,"True",NULL,NULL,NULL,NULL,NULL
1958,"Jimmy Clanton","A Part Of Me","1958-11-03",7,38,7563646,"False",NULL,NULL,NULL,NULL,NULL
1958,"Jimmy Clanton And His Rockets","Just A Dream","1958-08-04",15,4,1603216,"False","male",5,"R&B",5,0
1958,"Jimmy Reed","Down In Virginia","1958-08-11",2,93,11654193,"True","male",5,"R&B",0,0
1958,"Jodie Sands","Someday (You'll Want Me To Want You)","1958-10-27",1,95,699202,"True",NULL,NULL,NULL,NULL,NULL
1958,"Jody Reynolds","Endless Sleep","1958-08-04",6,17,5127073,"True","male",4,"Pop",0,0
1958,"Jody Reynolds","Fire Of Love","1958-08-18",5,66,5127073,"False","male",4,"Pop",0,0
1958,"Joe South","The Purple People Eater Meets The Witch Doctor","1958-08-04",2,89,2371543,"True",NULL,NULL,NULL,NULL,NULL
1958,"Johnnie Ray","Up Until Now","1958-09-01",3,81,696548,"True",NULL,NULL,NULL,NULL,NULL
1958,"Johnny Cash","All Over Again","1958-10-06",11,38,142662,"True","male",5,"Country",2,0
1958,"Johnny Cash","What Do I Care","1958-10-20",8,52,7155782,"True","male",3,"Country",0,0
1958,"Johnny Cash And The Tennessee Two","Come In Stranger","1958-08-11",1,87,7028124,"True","male",6,"Country",0,0
1958,"Johnny Cash And The Tennessee Two","Guess Things Happen That Way","1958-08-04",7,21,7028119,"True","male",3,"Pop",0,0
1958,"Johnny Cash And The Tennessee Two","I Just Thought You'd Like To Know","1958-12-15",1,85,9032530,"True","male",4,"Country",0,0
1958,"Johnny Cash And The Tennessee Two","It's Just About Time","1958-12-15",7,47,9041001,"True","male",4,"Country",3,0
1958,"Johnny Cash And The Tennessee Two","The Ways Of A Woman In Love","1958-08-25",11,24,9032525,"True","male",3,"Country",2,0
1958,"Johnny Mathis","A Certain Smile","1958-08-04",9,22,7266799,"True","male",5,"Pop",0,2
1958,"Johnny Mathis","Call Me","1958-09-29",15,21,7266800,"True",NULL,NULL,NULL,NULL,NULL
1958,"Johnny Nash","Almost In Your Arms","1958-11-10",4,78,5840375,"False","male",8,"Pop",0,0
1958,"Johnny Otis","Crazy Country Hop","1958-11-10",4,87,672799,"True","male",6,"Pop",0,0
1958,"Johnny Tillotson","Dreamy Eyes","1958-11-03",23,35,5955346,"True",NULL,NULL,NULL,NULL,NULL
1958,"Johnny Tillotson","Well I'm Your Man","1958-10-06",3,87,719114,"True",NULL,NULL,NULL,NULL,NULL
1958,"Joni James","There Goes My Heart","1958-09-15",16,19,11654616,"True","female",7,"Pop",0,0
1958,"June Valli","The Wedding","1958-11-24",13,43,6558485,"False",NULL,NULL,NULL,NULL,NULL
1958,"Kalin Twins","Forget Me Not","1958-09-29",15,12,4257091,"True",NULL,NULL,NULL,NULL,NULL
1958,"Kalin Twins","When","1958-08-04",9,5,11969786,"True","duet",6,"Pop",0,0
1958,"Kitty Wells","Jealousy","1958-08-04",2,83,13540622,"True","female",5,"Country",0,0
1958,"LaVern Baker","I Cried A Tear","1958-12-08",21,6,312293,"True","female",6,"Rock",0,0
1958,"Lee Allen And His Band","Tic Toc","1958-09-29",1,92,456810,"True","#N/A",0,"Rock",0,0
1958,"Lee Andrews And The Hearts","Try The Impossible","1958-08-04",2,70,11654679,"True",NULL,NULL,NULL,NULL,NULL
1958,"Les Paul And Mary Ford","Put A Ring On My Finger","1958-08-18",10,32,6894517,"True",NULL,NULL,NULL,NULL,NULL
1958,"Little Anthony And The Imperials","So Much","1958-12-22",2,87,5522355,"True",NULL,NULL,NULL,NULL,NULL
1958,"Little Anthony And The Imperials","Tears On My Pillow","1958-08-11",19,4,5522360,"True","male",8,"Pop",0,0
1958,"Little Richard","Baby Face","1958-09-15",10,41,6341519,"True","male",7,"R&B",0,3
1958,"Little Willie John","You're A Sweetheart","1958-08-11",4,66,7550461,"True","male",7,"R&B",0,0
1958,"Lloyd Price","Stagger Lee","1958-12-08",21,1,9026976,"True","male",7,"Rock",2,0
1958,"Lord Rockingham's XI","Fried Onions","1958-10-06",1,96,10711561,"True","#N/A",0,"Pop",0,0
1958,"Louis Prima And Keely Smith","That Old Black Magic","1958-11-03",13,18,7195815,"True",NULL,NULL,NULL,NULL,NULL
1958,"Marty Robbins","Just Married","1958-08-11",1,76,6545747,"True","male",5,"Country",0,0
1958,"Marty Robbins","She Was Only Seventeen (He Was One Year More)","1958-08-04",13,27,7224240,"True","male",4,"Country",0,0
1958,"Mike Preston","A House, A Car And A Wedding Ring","1958-12-01",1,93,696838,"True","male",4,"Pop",0,0
1958,"Mitch Miller and his Orchestra and Chorus","Bluebell","1958-10-13",1,94,6920257,"False",NULL,NULL,NULL,NULL,NULL
1958,"Nappy Brown","It Don't Hurt No More","1958-11-10",2,89,6002989,"True",NULL,NULL,NULL,NULL,NULL
1958,"Nat King Cole","Come Closer To Me (Acercate Mas)","1958-08-04",9,41,13040435,"True",NULL,NULL,NULL,NULL,NULL
1958,"Nat King Cole","Looking Back","1958-08-11",1,81,12841271,"True",NULL,NULL,NULL,NULL,NULL
1958,"Nat King Cole","Non Dimenticar (Don't Forget)","1958-10-13",11,45,6598651,"True",NULL,NULL,NULL,NULL,NULL
1958,"Nat King Cole","Nothing In The World","1958-08-11",1,99,6855770,"True",NULL,NULL,NULL,NULL,NULL
1958,"Neil Sedaka","The Diary","1958-12-08",15,14,6585534,"True",NULL,NULL,NULL,NULL,NULL
1958,"Oscar McLollie and Jeanette Baker","Hey Girl - Hey Boy","1958-08-04",5,61,6186867,"False",NULL,NULL,NULL,NULL,NULL
1958,"Pat Boone","For My Good Fortune","1958-09-22",11,23,12210794,"True",NULL,NULL,NULL,NULL,NULL
1958,"Pat Boone","Gee, But It's Lonely","1958-09-22",9,31,12210790,"True","male",5,"Pop",0,0
1958,"Pat Boone","I'll Remember Tonight","1958-10-27",11,34,14509611,"True",NULL,NULL,NULL,NULL,NULL
1958,"Pat Boone","If Dreams Came True","1958-08-04",10,12,12210791,"True",NULL,NULL,NULL,NULL,NULL
1958,"Pat Boone","That's How Much I Love You","1958-08-04",6,39,14509603,"True",NULL,NULL,NULL,NULL,NULL
1958,"Patti Page","Fibbin'","1958-09-22",9,39,11654913,"True",NULL,NULL,NULL,NULL,NULL
1958,"Patti Page","Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up)","1958-08-04",7,13,12799576,"True",NULL,NULL,NULL,NULL,NULL
1958,"Paul Anka","(All of a Sudden) My Heart Sings","1958-12-22",17,15,6801083,"True","male",8,"Pop",0,0
1958,"Paul Anka","Just Young","1958-10-06",5,80,12839851,"True",NULL,NULL,NULL,NULL,NULL
1958,"Paul Anka","Midnight","1958-08-04",4,69,10906462,"True","male",8,"Pop",0,0
1958,"Paul Anka-Geo. Hamilton IV-Johnny Nash","The Teen Commandments","1958-12-01",8,29,14510524,"True",NULL,NULL,NULL,NULL,NULL
1958,"Peggy Lee","Fever","1958-08-04",12,8,6596544,"True","male",5,"Pop",0,0
1958,"Peggy Lee","Light Of Love","1958-11-03",6,63,6887032,"True",NULL,NULL,NULL,NULL,NULL
1958,"Peggy Lee","Sweetheart","1958-11-24",2,98,188388,"False",NULL,NULL,NULL,NULL,NULL
1958,"Perez Prado And His Orchestra","Guaglione","1958-10-13",9,53,16433392,"True","#N/A",0,"Latin",0,0
1958,"Perez Prado And His Orchestra","Paris","1958-10-20",1,95,8975603,"False","#N/A",0,"Pop",0,0
1958,"Perez Prado And His Orchestra","Patricia","1958-08-04",14,2,8975603,"True","#N/A",0,"Pop",0,0
1958,"Perry Como","Love Makes The World Go 'round","1958-10-13",10,33,16894630,"True",NULL,NULL,NULL,NULL,NULL
1958,"Perry Como","Mandolins In The Moonlight","1958-10-27",10,47,11647676,"True",NULL,NULL,NULL,NULL,NULL
1958,"Perry Como","Moon Talk","1958-08-04",9,29,16894576,"True",NULL,NULL,NULL,NULL,NULL
1958,"Polly Bergen","Come Prima (Koma Preema)","1958-12-15",6,67,16989824,"False",NULL,NULL,NULL,NULL,NULL
1958,"Poni-Tails","Born Too Late","1958-08-04",14,7,10692441,"True","female",6,"Pop",2,0
1958,"Poni-Tails","Seven Minutes In Heaven","1958-12-01",3,85,10692441,"False","female",6,"Pop",2,0
1958,"Quaker City Boys","Teasin'","1958-12-22",9,39,13299337,"False",NULL,NULL,NULL,NULL,NULL
1958,"Ray Charles and his Orchestra","Rockhouse (Part 2)","1958-12-22",2,79,10213181,"False",NULL,NULL,NULL,NULL,NULL
1958,"Ray Price","City Lights","1958-08-25",3,71,47090,"True","male",5,"Country",3,0
1958,"Ray Price","Invitation To The Blues","1958-09-08",1,92,917851,"True","male",6,"Country",0,0
1958,"Raymond Lefevre and His Orchestra","The Day The Rains Came","1958-10-27",9,30,12475869,"False",NULL,NULL,NULL,NULL,NULL
1958,"Reg Owen & His Orchestra","Manhattan Spiritual","1958-12-08",16,10,12481865,"True",NULL,NULL,NULL,NULL,NULL
1958,"Ricky Nelson","I Got A Feeling","1958-10-13",17,10,42691,"True","male",6,"Pop",0,0
1958,"Ricky Nelson","Lonesome Town","1958-10-20",18,7,42693,"True","male",7,"Pop",0,0
1958,"Ricky Nelson","Poor Little Fool","1958-08-04",11,1,42695,"True","male",5,"Pop",0,0
1958,"Ritchie Valens","Come On, Let's Go","1958-09-22",13,42,137376,"True","male",9,"Pop",0,0
1958,"Ritchie Valens","Donna","1958-11-24",23,2,137346,"True","male",9,"Pop",0,2
1958,"Ritchie Valens","La Bamba","1958-12-29",15,22,137343,"True","male",7,"Pop",3,0
