"peak_rank","points","year","artist_name","song_title","initial_match","falsetto","gender","register","genre","spoken","pandora_id","preview_url"
48,310,1973,"Alice Cooper","Teenage Lament '74","True",0,"male",5,"Rock",3,11989794,NULL
35,406,1973,"America","Don't Cross The River","True",0,"male",7,"Pop",0,8226,NULL
67,212,1973,"America","Muskrat Love","True",0,"male",4,"Rock",0,8139,NULL
62,159,1973,"America","Only In Your Heart","True",0,"male",6,"Pop",0,8224,NULL
90,24,1973,"Anacostia","On And Off (Part 1)","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
78,139,1973,"Andy Pratt","Avenging Annie","True",4,"male",5,"Rock",0,2125414,"https://p.scdn.co/mp3-preview/15862df22ac71adb679ec5a862cea22ea06a0fc3?cid=635a94c846854eb29813825c79d704a2"
38,864,1973,"Ann Peebles","I Can't Stand The Rain","True",3,"female",6,"R&B",0,1895588,"https://p.scdn.co/mp3-preview/a029f1d1e8f843246dadd8e3a09d504d0707b9f6?cid=635a94c846854eb29813825c79d704a2"
7,1239,1973,"Anne Murray","Danny's Song","True",0,"female",5,"Pop",0,7105192,NULL
12,1006,1973,"Anne Murray","A Love Song","True",0,"female",5,"Country",0,7320697,NULL
72,138,1973,"Anne Murray","Send A Little Love My Way","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
64,241,1973,"Anne Murray","What About Me (Live At The National Arts Centre)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
61,204,1973,"Archie Bell & The Drells","Dancing To Your Music","False",0,"male",6,"Rock",4,7103306,NULL
20,851,1973,"Aretha Franklin","Angel","True",0,"female",7,"Pop",4,3837,NULL
33,553,1973,"Aretha Franklin","Master Of Eyes (The Deepness Of Your Eyes)","True",2,"female",6,"R&B",0,3836,"https://p.scdn.co/mp3-preview/28aeb2b63bcf8b6025e40669e24e8c66c8f80d8d?cid=635a94c846854eb29813825c79d704a2"
3,1570,1973,"Aretha Franklin","Until You Come Back To Me (That's What I Am Going To Do)","True",0,"female",8,"R&B",0,7432683,NULL
50,293,1973,"Austin Roberts","Keep On Singing","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
28,766,1973,"B.B. King","I Like To Live The Love","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
38,612,1973,"B.B. King","To Know You Is To Love You","True",0,"male",8,"R&B",0,9671336,NULL
9,1111,1973,"B.W.Stevenson","My Maria (Re-Recording)","True",3,"male",5,"Rock",0,4456528,"https://p.scdn.co/mp3-preview/299fb27c8d7bc5fbf78476cee69496de772d8399?cid=635a94c846854eb29813825c79d704a2"
66,161,1973,"B.W. Stevenson","Shambala","True",2,"male",7,"Rock",0,198329,NULL
53,247,1973,"B.W. Stevenson","River Of Love, The","True",0,"male",6,"Rock",0,198334,NULL
68,147,1973,"Bachman-Turner Overdrive","Blue Collar","True",0,"male",6,"Pop",0,8719,NULL
95,14,1973,"Barbara Fairchild","Kid Stuff","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
32,727,1973,"Barbara Fairchild","Teddy Bear Song (Live)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
31,624,1973,"Barbara Mason","Give Me Your Love","True",2,"female",8,"R&B",0,636701,"https://p.scdn.co/mp3-preview/c4077e2e1e04bc3ddb6cabb1f2d7451a188f89e6?cid=635a94c846854eb29813825c79d704a2"
1,1699,1973,"Barbra Streisand","Way We Were (1973), The","True",0,"female",8,"Pop",0,76674,NULL
3,1256,1973,"Barry White","I'm Gonna Love You Just A Little More Baby","True",0,"male",2,"Pop",10,58452,NULL
32,576,1973,"Barry White","I've Got So Much To Give","True",0,"male",2,"Pop",10,58483,NULL
7,1319,1973,"Barry White","Never Never Gonna Give Ya Up","True",0,"male",3,"R&B",5,58385,NULL
94,14,1973,"Bee Gees","Saw A New Morning","True",0,"duet",4,"Pop",0,494066,NULL
8,1087,1973,"Bette Midler","Boogie Woogie Bugle Boy","True",0,"female",7,"Pop",0,286497,NULL
40,486,1973,"Bette Midler","Chapel Of Love","True",0,"female",6,"Pop",3,40761,NULL
72,113,1973,"Betty Wright","It's Hard To Stop (Doing Something When It's Good To You)","True",0,"female",7,"R&B",0,5773040,NULL
55,185,1973,"Betty Wright","Let Me Be Your Lovemaker","True",2,"female",7,"R&B",0,5773047,"https://p.scdn.co/mp3-preview/48eea711a3a3c455bb6314a530116984d9589727?cid=635a94c846854eb29813825c79d704a2"
46,294,1973,"Bettye Swann","Today I Started Loving You Again","True",0,"female",6,"R&B",0,204054,NULL
86,40,1973,"Bill Quateman","Only Love","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
80,50,1973,"Bill Withers","Friend Of Mine (Live)","True",0,"male",7,"R&B",0,1904247,NULL
31,537,1973,"Bill Withers","Kissing My Love","True",0,"male",7,"Rock",0,5578467,NULL
79,65,1973,"Billy Paul","Am I Black Enough For You?","True",0,"male",5,"R&B",0,5780977,NULL
4,1295,1973,"Billy Preston","Space Race","True",0,"#N/A",0,"Pop",0,46964,NULL
1,1509,1973,"Billy Preston","Will It Go Round In Circles","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
25,709,1973,"Black Oak Arkansas","Jim Dandy","True",0,"male",6,"Rock",0,514382,NULL
10,1230,1973,"Bloodstone","Natural High","True",9,"male",9,"CCM",0,21311,"https://p.scdn.co/mp3-preview/28458450133bac1502012c05649790d6bd3794bf?cid=635a94c846854eb29813825c79d704a2"
43,648,1973,"Bloodstone","Never Let You Go","True",7,"male",8,"CCM",0,6580749,"https://p.scdn.co/mp3-preview/1176dc40a5bfbad5d27365754f3a489fbe76707a?cid=635a94c846854eb29813825c79d704a2"
55,235,1973,"Bob Dylan","A Fool Such As I (1973) (Remastered)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,1087,1973,"Bob Dylan","Knockin' On Heaven's Door","True",0,"male",6,"Pop",0,2511723,NULL
42,575,1973,"Bobby ""Blue"" Bland","This Time I'm Gone For Good","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
67,178,1973,"Bobby Darin","Happy (Love Theme From ""Lady Sings The Blues"")","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
21,749,1973,"Bobby Goldsboro","Summer (The First Time)","True",0,"male",3,"Country",0,243864,NULL
56,185,1973,"Bobby Womack","Across 110th Street","True",0,"male",5,"Pop",0,1138126,NULL
29,772,1973,"Bobby Womack","Nobody Wants You When You're Down And Out","True",0,"male",7,"R&B",0,1138144,NULL
15,727,1973,"Bread","Aubrey","True",5,"male",7,"Pop",0,19384,"https://p.scdn.co/mp3-preview/a387509b7aad0e514ebb7ade72fcc139a8b22af0?cid=635a94c846854eb29813825c79d704a2"
70,102,1973,"Brenda Lee","Nobody Wins","True",0,"female",6,"Country",0,242797,NULL
57,221,1973,"Brownsville Station","Let Your Yeah Be Yeah","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,1268,1973,"Brownsville Station","Smokin' In The Boy's Room","True",0,"male",7,"Rock",3,3154892,NULL
97,6,1973,"Bunny Sigler","Tossin' And Turnin'","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
64,171,1973,"Cal Smith","Lord Knows I'm Drinking, The","True",0,"male",5,"Country",0,204951,NULL
63,244,1973,"Candi Staton","Do It In The Name Of Love","False",0,"female",6,"Pop",0,6455351,NULL
17,847,1973,"Carly Simon","Right Thing To Do, The","True",0,"female",6,"Pop",0,51050,NULL
37,495,1973,"Carole King","Corazón","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
28,498,1973,"Carole King","You Light Up My Life","True",0,"female",4,"Pop",0,31888,NULL
3,1120,1973,"Carpenters","Sing","True",0,"female",6,"Pop",0,4730,NULL
1,1543,1973,"Carpenters","Top Of The World","True",0,"female",6,"Pop",0,3956,NULL
2,1091,1973,"Carpenters","Yesterday Once More","True",0,"female",6,"Pop",0,4725,NULL
31,529,1973,"Cat Stevens","Hurt, The","True",0,"male",6,"Folk",0,697378,NULL
59,298,1973,"Chairmen Of The Board","Finder's Keepers","True",4,"male",9,"R&B",0,449707,"https://p.scdn.co/mp3-preview/ca6abb0d5cafa7162a1b2d9c430088205d213b16?cid=635a94c846854eb29813825c79d704a2"
9,856,1973,"Charlie Daniels","Uneasy Rider","True",0,"male",4,"Country",9,15075,NULL
15,1157,1973,"Charlie Rich","Behind Closed Doors","True",0,"male",6,"Pop",0,48578,NULL
1,1650,1973,"Charlie Rich","Most Beautiful Girl, The","True",0,"male",4,"Pop",0,48622,NULL
15,725,1973,"Cheech & Chong","Basketball Jones","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
24,655,1973,"Cheech & Chong","Sister Mary Elephant","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,1469,1973,"Cher","Half-Breed","True",0,"female",6,"Pop",0,7367626,NULL
10,1155,1973,"Chicago","Feelin' Stronger Every Day","True",2,"male",9,"Pop",0,7185615,"https://p.scdn.co/mp3-preview/897c83c14ac6cd0a1d63df97b3560921778cd50e?cid=635a94c846854eb29813825c79d704a2"
4,1425,1973,"Chicago","Just You 'N' Me (Remastered)","True",3,"male",7,"Pop",0,6330500,"https://p.scdn.co/mp3-preview/c30b3da5786e4c11bc6b774a3d1f5f46a6b821f5?cid=635a94c846854eb29813825c79d704a2"
91,32,1973,"Circus","Stop, Wait & Listen","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
80,52,1973,"Clarence Carter","Mother-in-law","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
65,232,1973,"Clarence Carter","Sixty Minute Man/Mother-In-Law","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,1610,1973,"Clint Holmes","Playground In My Mind","True",0,"male",5,"Pop",0,5231063,NULL
94,22,1973,"Commander Cody And His Lost Planet Airmen","Smoke! Smoke! Smoke! (That Cigarette) (Live)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
22,797,1973,"Conway Twitty","You've Never Been This Far Before","True",0,"male",3,"Pop",0,178780,NULL
96,8,1973,"Cornelius Brothers & Sister Rose","Let Me Down Easy","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
79,95,1973,"Coven","One Tin Soldier (The Legend Of Billy Jack)","True",0,"female",6,"Rock",0,1461588,NULL
30,572,1973,"Cross Country","In The Midnight Hour","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
88,29,1973,"Curtis Mayfield","Can't Say Nothin'","True",8,"male",8,"R&B",3,7444741,"https://p.scdn.co/mp3-preview/29d43ea1d0b5ea6c19a7e270d5dab3abbbec9728?cid=635a94c846854eb29813825c79d704a2"
39,471,1973,"Curtis Mayfield","Future Shock","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
71,80,1973,"Curtis Mayfield","If I Were A Child Again","True",8,"male",9,"R&B",0,7444745,"https://p.scdn.co/mp3-preview/1689824bbcb58cdc8c0f6db4556356efd4f696ed?cid=635a94c846854eb29813825c79d704a2"
48,378,1973,"Cymande","Message, The","True",0,"#N/A",0,"Pop",0,6604851,NULL
94,21,1973,"David Blue","Outlaw Man","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
15,1000,1973,"David Bowie","Space Oddity","True",0,"male",6,"Rock",4,851660,NULL
5,1519,1973,"David Essex","Rock On","True",0,"male",5,"Pop",0,17814,NULL
47,375,1973,"David Nail","Clouds","True",0,"male",4,"Country",0,1385634,NULL
50,327,1973,"David Gates","Sail Around The World","True",0,"male",7,"Pop",0,1128441,NULL
3,1253,1973,"Tony Orlando & Dawn","Say, Has Anybody Seen My Sweet Gypsy Rose  (Digitally Remastered 1998)","True",0,"male",6,"Pop",0,7114690,NULL
1,1746,1973,"Dawn","Tie a Yellow Ribbon Round the Ole Oak Tree (feat. Tony Orlando)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,1180,1973,"Deep Purple","Smoke On The Water","True",0,"male",8,"Pop",0,15488,NULL
60,165,1973,"Deep Purple","Woman From Tokyo","True",3,"male",8,"Pop",0,15477,"https://p.scdn.co/mp3-preview/38841987e4ec47919fe67d7d3879c5c8ed0f2bbb?cid=635a94c846854eb29813825c79d704a2"
2,1119,1973,"Eric Weissberg & Steve Mandell","Dueling Banjos","True",0,"#N/A",0,"Folk",0,198498,NULL
95,10,1973,"Dennis Yost And The Classics IV","Rosanna","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,976,1973,"Deodato","Also Sprach Zarathustra","True",0,"#N/A",0,"Pop",0,198089,NULL
41,320,1973,"Eumir Deodato","Rhapsody In Blue","True",0,"#N/A",0,"R&B",0,1445485,NULL
12,880,1973,"Diana Ross & Marvin Gaye","You're A Special Part Of Me","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
34,639,1973,"Diana Ross","Good Morning Heartache","True",0,"female",5,"R&B",0,599436,NULL
1,1588,1973,"Diana Ross","Touch Me In The Morning (Alternate Version #1)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
42,242,1973,"Dickie Goodman","Watergrate","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,1463,1973,"Dobie Gray","Drift Away","True",0,"male",6,"Pop",0,8998411,NULL
61,291,1973,"Dobie Gray","Loving Arms","True",0,"male",5,"Pop",0,8998415,NULL
29,475,1973,"Don Covay","I Was Checkin' Out She Was Checkin' In","True",0,"male",5,"R&B",4,6933159,NULL
86,41,1973,"Don Fardon","Delta Queen","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
86,65,1973,"Don Goodwin","This Is Your Song","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
58,234,1973,"Don McLean","If We Try","True",0,"male",6,"Pop",0,7385049,NULL
88,35,1973,"Donald Byrd","Black Byrd","True",4,"male",4,"Jazz",0,585136,NULL
57,302,1973,"Donna Fargo","Little Girl Gone","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
41,427,1973,"Donna Fargo","Superman","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
93,36,1973,"Donna Fargo","You Were Always There","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
44,343,1973,"Donny Hathaway","Love, Love, Love","True",0,"male",7,"R&B",0,2367569,NULL
23,658,1973,"Donny Osmond","A Million To One","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,912,1973,"Donny Osmond","Twelfth Of Never, The","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
14,783,1973,"Donny Osmond","When I Fall In Love","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
66,198,1973,"Donovan","I Like You","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
49,405,1973,"Dottie West","Country Sunshine","True",0,"female",5,"Country",0,1773259,NULL
97,10,1973,"Dottie West","If It's All Right With You","False",0,"female",5,"Country",0,1773259,NULL
68,161,1973,"Dr. Hook & The Medicine Show","Life Ain't Easy","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
83,53,1973,"Dr. Hook & The Medicine Show","Roland The Roadie And Gertrude The Groupie","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
9,1388,1973,"Dr. John","Right Place Wrong Time","True",0,"male",4,"Rock",0,16589,NULL
42,375,1973,"Dr. John","Such A Night","True",0,"male",5,"Pop",0,16582,NULL
88,31,1973,"Drupi","Vado Via","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
59,256,1973,"Eagles","Outlaw Man","True",0,"male",8,"Rock",0,17008,NULL
64,205,1973,"Eagles","Tequila Sunrise","True",0,"male",5,"Rock",0,17012,NULL
58,176,1973,"Earnest Jackson","Love And Happiness","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
50,377,1973,"Earth, Wind & Fire","Evil","True",2,"male",7,"R&B",0,386205,"https://p.scdn.co/mp3-preview/43ece6da1fe67dc3a5f44ca967fec62e918ce69d?cid=635a94c846854eb29813825c79d704a2"
52,425,1973,"Earth, Wind & Fire","Keep Your Head To The Sky","True",9,"male",10,"R&B",0,7115465,"https://p.scdn.co/mp3-preview/2f0c6d37d1a981f19d61054f64d17d6907ded6a3?cid=635a94c846854eb29813825c79d704a2"
67,118,1973,"Eddie Kendricks","Darling Come Back Home","True",8,"male",8,"Pop",0,31563,NULL
87,31,1973,"Eddie Kendricks","Girl You Need A Change Of Mind","True",10,"male",8,"Pop",0,7081346,"https://p.scdn.co/mp3-preview/2d9d0c44e8e370fad31c258700ac6e374ab0fd10?cid=635a94c846854eb29813825c79d704a2"
1,1549,1973,"Eddie Kendricks","Keep On Truckin' (Part 1)","True",6,"male",8,"R&B",0,6579741,"https://p.scdn.co/mp3-preview/ba75a9f12dae1c6403768d8abce2d5ce7385462b?cid=635a94c846854eb29813825c79d704a2"
1,1370,1973,"The Edgar Winter Group","Frankenstein","True",0,"#N/A",0,"Pop",0,17365,NULL
14,950,1973,"The Edgar Winter Group","Free Ride","True",0,"male",8,"Pop",0,17371,NULL
65,177,1973,"The Edgar Winter Group","Hangin' Around","True",0,"male",8,"Pop",0,17374,NULL
37,586,1973,"Edward Bear","Close Your Eyes","True",0,"male",6,"Rock",0,6886507,NULL
80,101,1973,"Edwin Starr","There You Go","True",0,"male",6,"R&B",0,5776132,NULL
40,428,1973,"El Chicano","Tell Her She's Lovely","True",0,"male",5,"Latin",0,694321,NULL
42,556,1973,"Electric Light Orchestra","Roll Over Beethoven","True",4,"male",7,"Rock",0,17492,NULL
53,524,1973,"Electric Light Orchestra","Showdown","True",2,"male",8,"Rock",0,5784143,"https://p.scdn.co/mp3-preview/d4cd7fa37a9096773288b24837e21b1fc7728996?cid=635a94c846854eb29813825c79d704a2"
2,1184,1973,"Elton John","Daniel","True",4,"male",7,"Pop",0,30564,"https://p.scdn.co/mp3-preview/863e2a899be2340af9b7d84432361d8b47433ba8?cid=635a94c846854eb29813825c79d704a2"
2,1340,1973,"Elton John","Goodbye Yellow Brick Road","True",7,"male",7,"Pop",0,6603359,NULL
12,872,1973,"Elton John","Saturday Night's Alright For Fighting","True",3,"male",7,"Rock",0,6603336,NULL
41,431,1973,"Elvis Presley","For Ol' Times Sake","True",0,"male",3,"Rock",0,5005376,NULL
17,761,1973,"Elvis Presley","Steamroller Blues (Live)","True",0,"male",3,"Pop",0,6432174,NULL
99,2,1973,"Engelbert Humperdinck","I'm Leaving You","True",0,"male",5,"Country",0,13499338,NULL
91,16,1973,"Engelbert Humperdinck","Love Is All","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
78,81,1973,"Eric Clapton","Bell Bottom Blues (Live 2002)","True",0,"male",7,"Rock",2,122370,NULL
48,356,1973,"Faces","Cindy Incidentally","True",0,"male",7,"Rock",0,4520005,NULL
100,3,1973,"Fire And Rain","Hello Stranger","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
28,646,1973,"First Choice","Armed and Extremely Dangerous","True",2,"female",7,"R&B",0,7801230,"https://p.scdn.co/mp3-preview/82be93ac45e5e0a7b02d0294ad7212765fbc766e?cid=635a94c846854eb29813825c79d704a2"
56,244,1973,"First Choice","Smarty Pants","True",0,"female",6,"R&B",0,7808384,NULL
76,129,1973,"Five Man Electrical Band","I'm A Stranger Here","True",0,"male",6,"Pop",0,873974,NULL
9,1103,1973,"Focus","Hocus Pocus","True",0,"duet",8,"Pop",6,14652536,NULL
89,46,1973,"Focus","Sylvia","True",0,"#N/A",0,"Rock",0,6144478,NULL
82,81,1973,"Foghat","What A Shame (Single Version)","True",0,"male",7,"Pop",3,2585387,NULL
92,32,1973,"Foster Sylvers","Hey Little Girl","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
22,762,1973,"Foster Sylvers","Misdemeanor","True",2,"male",8,"Pop",2,12268495,"https://p.scdn.co/mp3-preview/4cc38dce5884178cc3dc744cd2f81118ec997d1f?cid=635a94c846854eb29813825c79d704a2"
4,1120,1973,"Four Tops","Ain't No Woman (Like The One I've Got)","True",0,"male",6,"R&B",0,3112,NULL
15,808,1973,"Four Tops","Are You Man Enough","True",0,"male",6,"R&B",0,107257,NULL
33,447,1973,"Four Tops","Sweet Understanding Love","True",0,"male",6,"R&B",0,107258,NULL
63,252,1973,"Frank Sinatra","Let Me Try Again (Laisse Moi Le Temps) (Live At Madison Square Garden, New York /1974)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
22,654,1973,"Fred Wesley & The J.B.'s","Doing It To Death, Pt. 1 (AM DJ Version)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
9,1003,1973,"Art Garfunkel","All I Know","True",2,"male",6,"Pop",0,25078,NULL
38,388,1973,"Art Garfunkel","I Shall Sing (Live)","True",0,"female",6,"Rock",0,25081,NULL
92,19,1973,"Gary & Dave","Could You Ever Love Me Again","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,1122,1973,"George Harrison","Give Me Love (Give Me Peace On Earth)","True",0,"male",6,"Pop",2,9956967,NULL
7,1108,1973,"Gilbert O'Sullivan","Get Down","True",0,"male",7,"Pop",0,9754703,NULL
25,557,1973,"Gilbert O'Sullivan","Ooh Baby","True",0,"male",7,"Pop",0,9754708,NULL
17,839,1973,"Gilbert O'Sullivan","Out Of The Question","True",0,"male",8,"Pop",0,6732809,NULL
61,195,1973,"Gladys Knight & The Pips","All I Need Is Time","True",0,"female",5,"Pop",0,42162,NULL
19,876,1973,"Gladys Knight & The Pips","Daddy Could Swear, I Declare","True",0,"female",6,"R&B",0,6868169,NULL
4,1244,1973,"Gladys Knight & The Pips","I've Got To Use My Imagination","True",0,"female",7,"R&B",0,8998612,NULL
1,1554,1973,"Gladys Knight & The Pips","Midnight Train To Georgia","True",2,"female",7,"R&B",0,5506425,"https://p.scdn.co/mp3-preview/4fcfc3c38589fab936d8f454035fe173a3a36445?cid=635a94c846854eb29813825c79d704a2"
2,1205,1973,"Gladys Knight & The Pips","Neither One Of Us (Wants To Be The First To Say Goodbye)","True",0,"female",7,"Pop",0,5098,NULL
28,638,1973,"Gladys Knight & The Pips","Where Peaceful Waters Flow","True",0,"female",6,"R&B",0,8998625,NULL
45,493,1973,"Glen Campbell","I Knew Jesus (Before He Was A Star)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
19,661,1973,"Grand Funk Railroad","Walk Like A Man","True",0,"male",7,"Rock",0,584868,NULL
1,1290,1973,"Grand Funk Railroad","We're An American Band","True",0,"male",7,"Rock",0,583515,NULL
91,17,1973,"Grateful Dead","Sugar Magnolia","True",4,"male",7,"Pop",0,24035,"https://p.scdn.co/mp3-preview/fbecd2b521f7e78a3d284c82037aa7d38c953086?cid=635a94c846854eb29813825c79d704a2"
19,735,1973,"Gregg Allman","Midnight Rider","True",2,"male",8,"Rock",0,1230288,NULL
40,654,1973,"Gunhill Road","Back When My Hair Was Short","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
78,88,1973,"Hank Wilson","Roll In My Sweet Baby's Arms/I'm So Lonesome I Could Cry","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,1211,1973,"Harold Melvin & The Blue Notes","Love I Lost (Part 1), The","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
63,198,1973,"Harold Melvin & The Blue Notes","Yesterday I Had The Blues (feat. Teddy Pendergrass)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,1474,1973,"Helen Reddy","Delta Dawn","True",0,"female",8,"Pop",0,6883406,NULL
3,1206,1973,"Helen Reddy","Leave Me Alone (Ruby Red Dress)","True",0,"female",7,"Pop",0,6883403,NULL
12,1033,1973,"Helen Reddy","Peaceful","True",0,"female",8,"Pop",0,6883425,NULL
77,102,1973,"Herb Alpert & The Tijuana Brass","Last Tango In Paris","True",0,"#N/A",0,"Pop",0,9177120,NULL
52,204,1973,"Holland-Dozier","Don't Leave Me Starvin' For Your Love (Feat. Brian Holland)","True",8,"male",8,"R&B",0,283602,NULL
49,358,1973,"Hurricane Smith","Who Was It","True",0,"male",4,"Pop",2,1350457,NULL
34,614,1973,"Ian Thomas (Rock)","Painted Ladies","True",2,"male",7,"Folk",0,11472811,NULL
22,843,1973,"Ike & Tina Turner","Nutbush City Limits","True",0,"female",8,"R&B",0,13652882,NULL
30,529,1973,"Isaac Hayes","Joy (Pt. 1)","True",0,"male",4,"R&B",2,7355860,NULL
42,473,1973,"Jackie Moore","Sweet Charlie Babe","True",0,"female",8,"R&B",0,2757929,NULL
28,754,1973,"Jackson 5","Get It Together","True",0,"male",9,"R&B",0,7040400,NULL
28,535,1973,"Jackson 5","Hallelujah Day","True",2,"male",8,"R&B",0,230461,"https://p.scdn.co/mp3-preview/8ecbdcd1c3c45b3c0caa3850bc95fd3ea35174a3?cid=635a94c846854eb29813825c79d704a2"
85,94,1973,"Jackson Browne","Redneck Friend","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
50,274,1973,"James Brown","Down And Out In New York City (Single Version)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
27,470,1973,"James Brown","I Got Ants In My Pants (And I Want To Dance) (Remix)","True",0,"male",8,"R&B",0,132422,NULL
50,326,1973,"James Brown","Sexy, Sexy, Sexy","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
58,276,1973,"James Brown","Stoned To The Bone, Pt. 1","True",0,"male",7,"R&B",2,1916932,NULL
77,112,1973,"James Brown","Think","True",2,"male",8,"Rock",0,10344,"https://p.scdn.co/mp3-preview/02728662c29717a7607f50a038dcf43fecbaa891?cid=635a94c846854eb29813825c79d704a2"
67,119,1973,"James Taylor","One Man Parade","True",0,"male",5,"Pop",0,54634,NULL
81,56,1973,"Jean Shepard","Slippin' Away","True",0,"female",4,"Country",0,1728054,NULL
28,710,1973,"Jeanne Pruett","Satin Sheets","True",0,"female",6,"Pop",0,159011,NULL
79,75,1973,"Jermaine Jackson","You're In Good Hands","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
98,9,1973,"Jerry Jeff Walker","L.A. Freeway (Live In New York/1972)","True",0,"male",4,"Country",0,15898499,NULL
41,468,1973,"Jerry Lee Lewis","Drinkin' Wine Spo-Dee O'Dee","True",0,"male",5,"Pop",0,7369781,NULL
68,138,1973,"Jerry Reed","Lord, Mr. Ford","True",0,"male",6,"Country",3,198555,NULL
80,62,1973,"Jethro Tull","A Passion Play (Edit No 9)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,1652,1973,"Jim Croce","Bad, Bad Leroy Brown","True",0,"male",5,"Pop",0,14667,NULL
10,1151,1973,"Jim Croce","I Got A Name","True",0,"male",5,"Pop",0,14660,NULL
64,148,1973,"Jim Croce","It Doesn't Have To Be That Way (Live At Harper College 2/5/73 Previously Unreleased)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
37,478,1973,"Jim Croce","One Less Set Of Footsteps","True",0,"male",5,"Pop",0,6606279,NULL
1,1228,1973,"Jim Croce","Time In A Bottle","True",0,"male",4,"Pop",0,14663,NULL
3,1523,1973,"Jim Stafford","Spiders And Snakes","True",0,"male",4,"Pop",0,198124,NULL
39,485,1973,"Jim Stafford","Swamp Witch","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
51,289,1973,"Joe Cocker","Pardon Me Sir","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
18,814,1973,"Joe Simon","Theme From Cleopatra Jones","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
62,178,1973,"Joe Simon","River","True",0,"male",6,"R&B",0,699351,NULL
37,554,1973,"Joe Simon","Step By Step","True",0,"male",6,"R&B",0,699339,NULL
37,562,1973,"Joe Stampley","Soul Song","True",0,"male",7,"Country",0,844022,NULL
23,738,1973,"Joe Walsh","Rocky Mountain Way","True",0,"male",7,"Pop",0,57803,NULL
31,566,1973,"John & Ernest","Super Fly Meets Shaft","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
89,35,1973,"John Denver","Farewell Andromeda (Welcome To My Morning)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
