"peak_rank","points","year","artist_name","song_title","initial_match","falsetto","gender","register","genre","spoken","pandora_id","preview_url"
14,632,1967,"Nancy Sinatra & Lee Hazlewood","Jackson","True",0,"duet",6,"Pop",0,1896428,NULL
20,384,1967,"Nancy Sinatra & Lee Hazlewood","Lady Bird","True",0,"duet",6,"Pop",2,1896431,NULL
49,340,1967,"Nancy Sinatra & Lee Hazlewood","Summer Wine","True",0,"duet",5,"Pop",0,1896425,NULL
24,430,1967,"Nancy Sinatra","Lightning's Girl (Remastered)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
15,500,1967,"Nancy Sinatra","Love Eyes","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
83,52,1967,"Nancy Sinatra","Tony Rome","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
44,400,1967,"Nancy Sinatra","You Only Live Twice","True",0,"female",3,"Pop",0,9748400,NULL
10,790,1967,"Neil Diamond","Girl, You'll Be A Woman Soon","True",0,"male",6,"Pop",0,15872,NULL
22,517,1967,"Neil Diamond","Kentucky Woman","True",0,"male",5,"Pop",0,15879,NULL
13,744,1967,"Neil Diamond","Thank The Lord For The Night Time","True",0,"male",5,"Pop",2,15874,NULL
18,521,1967,"Neil Diamond","You Got To Me","True",0,"male",5,"Pop",2,15876,NULL
61,150,1967,"The New Colony Six","Love You So Much","True",0,"male",6,"Rock",0,13758943,NULL
86,29,1967,"Nino Tempo & April Stevens","I Can't Go On Livin' (Without You Baby)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
56,221,1967,"Noel Harrison","Suzanne","True",0,"male",4,"Folk",0,7063842,NULL
80,56,1967,"O.V. Wright","Eight Men and Four Women","True",0,"male",5,"R&B",0,16320938,NULL
29,565,1967,"Ohio Express","Beg, Borrow And Steal","True",0,"male",7,"R&B",2,272677,NULL
23,512,1967,"Oscar Toney, Jr.","For Your Precious Love","True",2,"male",7,"R&B",5,10654343,NULL
65,150,1967,"Oscar Toney, Jr.","Turn On Your Love Light","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
30,403,1967,"Otis Redding & Carla Thomas","Knock On Wood","True",0,"duet",8,"R&B",0,489018,NULL
26,501,1967,"Otis Redding","Tramp","True",0,"duet",6,"Pop",10,68290,NULL
60,139,1967,"Otis Redding","Glory Of Love, The","True",0,"male",6,"Pop",0,6618416,NULL
78,64,1967,"Otis Redding","I Love You More Than Words Can Say","True",0,"male",7,"R&B",0,11585,NULL
47,260,1967,"Otis Redding","Shake","True",0,"male",7,"R&B",3,68292,NULL
23,589,1967,"P.J. Proby","Niki Hoeky","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
85,102,1967,"Patti Drew","Tell Him","True",0,"female",2,"Rock",0,5563405,NULL
17,578,1967,"Paul Revere & The Raiders","I Had A Dream","True",0,"male",8,"Pop",5,7245218,NULL
42,279,1967,"Paul Revere & The Raiders","Peace Of Mind (Feat. Mark Lindsay)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,710,1967,"Paul Revere & The Raiders","Him Or Me - What's It Gonna Be?","True",2,"male",7,"Pop",0,48534,"https://p.scdn.co/mp3-preview/0f75c5082fe6860a9dd84fc08bf29484817bf9d7?cid=635a94c846854eb29813825c79d704a2"
22,509,1967,"Paul Revere & The Raiders","Ups And Downs","True",0,"male",6,"Pop",3,48584,NULL
8,836,1967,"Peaches & Herb","Close Your Eyes","True",0,"duet",5,"Pop",0,12389358,NULL
20,534,1967,"Peaches & Herb","For Your Love","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
13,618,1967,"Peaches & Herb","Love Is Strange","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
31,411,1967,"Peaches & Herb","Two Little Kids","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
87,45,1967,"Percy Sledge","Baby Help Me","True",0,"male",7,"R&B",2,7406148,NULL
42,342,1967,"Percy Sledge","Cover Me (Re-Recording)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
66,126,1967,"Percy Sledge","Just Out Of Reach (Of My Two Empty Arms) (Re-Recording)","True",0,"male",6,"R&B",0,8995337,NULL
40,280,1967,"Percy Sledge","Love Me Tender (Remastered)","True",3,"male",8,"R&B",0,12611373,"https://p.scdn.co/mp3-preview/3b83d04cc4176ef8b0bff831a655e37e61cb447b?cid=635a94c846854eb29813825c79d704a2"
59,235,1967,"Percy Sledge","Out Of Left Field (Re-Recording)","True",0,"male",7,"Pop",0,5124840,NULL
91,17,1967,"Percy Sledge","What Am I Living For","True",3,"male",6,"R&B",0,6972810,"https://p.scdn.co/mp3-preview/635036e9c8cf99811a74eecc78d05387467cd481?cid=635a94c846854eb29813825c79d704a2"
92,34,1967,"Perry Como","Stop! And Think It Over","False",2,"male",5,"Pop",0,9673551,"https://p.scdn.co/mp3-preview/a6b546f1fc49769625991368c1017514e7bdb7cf?cid=635a94c846854eb29813825c79d704a2"
31,336,1967,"Peter & Gordon","Sunday For Tea","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
97,4,1967,"Peter & Gordon","Jokers, The","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
9,777,1967,"Peter, Paul & Mary","I Dig Rock And Roll Music","True",2,"male",5,"Folk",0,7473723,"https://p.scdn.co/mp3-preview/4342f34dcdff7170cde89ba17577b1b9ca9df9ce?cid=635a94c846854eb29813825c79d704a2"
35,330,1967,"Peter, Paul & Mary","Too Much Of Nothing","True",0,"female",5,"Folk",0,7473727,NULL
5,737,1967,"Petula Clark","Don’t Sleep In The Subway","True",0,"female",7,"Pop",0,9057486,NULL
26,424,1967,"Petula Clark","Cat in the Window (The Bird in the Sky), The","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
31,368,1967,"Petula Clark","Other Man's Grass Is Always Greener, The","True",0,"female",5,"Pop",0,14281191,NULL
3,913,1967,"Petula Clark","This Is My Song (Remastered)","True",0,"female",5,"Pop",0,6462650,NULL
59,244,1967,"Pieces Of Eight","Lonely Drifter","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
96,5,1967,"The Pozo-Seco Singers","I Believed It All","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
97,10,1967,"The Pozo-Seco Singers","Louisiana Man","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
87,24,1967,"Bernard Purdie","Funky Donkey","True",0,"#N/A",0,"R&B",0,1437161,NULL
81,42,1967,"Prince Buster","Ten Commandments","True",0,"male",6,"Reggae/Ska",8,735546,NULL
5,977,1967,"Procol Harum","A Whiter Shade of Pale (Original Single Version)","True",0,"male",6,"Pop",0,15202126,NULL
34,270,1967,"Procol Harum","Homburg (Live at Dallas Sound Studio)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
84,57,1967,"Ramsey Lewis","Dancing In The Street (Live At Basin Street West)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
67,146,1967,"Ramsey Lewis","One, Two, Three","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
49,249,1967,"Ramsey Lewis","Soul Man","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
89,19,1967,"Ray Bryant","Ode To Billy Joe","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
15,802,1967,"Ray Charles","Here We Go Again (feat. Norah Jones)","True",0,"duet",6,"Pop",2,177798,NULL
98,3,1967,"Ray Charles","I Want To Talk About You","True",0,"male",7,"R&B",0,1906088,NULL
33,328,1967,"Ray Charles","In The Heat Of The Night","True",0,"male",7,"R&B",0,1906026,NULL
25,424,1967,"Ray Charles","Yesterday","True",4,"male",5,"Pop",0,7896424,NULL
60,266,1967,"Ray Price","Danny Boy","True",0,"male",6,"Country",0,47015,NULL
13,776,1967,"Robert Knight","Everlasting Love","True",0,"male",6,"R&B",2,16655403,NULL
96,8,1967,"Robert Mitchum","Little Ole Wine Drinker Me","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
83,41,1967,"Robert Parker","Tip Toe","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
37,319,1967,"Roger Miller","Walkin' In The Sunshine","True",0,"male",6,"Country",0,13922609,NULL
60,159,1967,"Roger Williams","Love Me Forever","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
84,61,1967,"Roger Williams","Sunrise, Sunset","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
87,28,1967,"Ronnie Dove","Dancin' Out Of My Heart","True",0,"male",8,"Pop",0,2548187,NULL
54,190,1967,"Ronnie Dove","I Want To Love You For What You Are","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
50,218,1967,"Ronnie Milsap","My Babe","True",0,"male",5,"Pop",0,184538,NULL
45,274,1967,"Ronnie Dove","One More Mountain To Climb","True",0,"male",6,"Country",0,2548184,NULL
52,251,1967,"Roy Orbison","Cry Softly, Lonely One","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
51,341,1967,"Ruby Andrews","Casanova (Your Playing Days Are Over)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
70,88,1967,"Sagittarius","My World Fell Down","True",0,"male",4,"Rock",0,7263393,NULL
94,20,1967,"Sally Field","Felicidad","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
56,237,1967,"Sam & Dave","Soothe Me","True",2,"duet",7,"R&B",0,1952303,"https://p.scdn.co/mp3-preview/7789451d55fab24b78acd279c9b7114ab004ee87?cid=635a94c846854eb29813825c79d704a2"
2,1139,1967,"Sam & Dave","Soul Man","True",0,"duet",6,"R&B",0,1955280,NULL
42,377,1967,"Sam & Dave","When Something Is Wrong With My Baby","True",0,"duet",6,"R&B",0,1952302,NULL
68,137,1967,"Sam The Sham And The Pharaohs","Black Sheep","True",0,"male",5,"Rock",2,1741962,NULL
54,208,1967,"Sam The Sham And The Pharaohs","Oh That's Good, No That's Bad (Single Version)","True",0,"male",5,"Pop",4,7080732,NULL
37,456,1967,"Sammy Davis Jr.","Don't Blame The Children","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
59,177,1967,"Sandy Posey","Are You Never Coming Home?","True",0,"female",7,"Pop",3,6365837,NULL
12,788,1967,"Sandy Posey","I Take It Back","True",0,"female",5,"Pop",4,12794801,NULL
31,367,1967,"Sandy Posey","What A Woman In Love Won’t Do","True",0,"female",7,"Pop",0,12794790,NULL
24,406,1967,"Scott McKenzie","Like an Old Time Movie (Mono Single Version)","True",2,"male",7,"Rock",0,16345859,"https://p.scdn.co/mp3-preview/55e73dbef3e193d6aa4941ac6b35fe0a3b9e05ad?cid=635a94c846854eb29813825c79d704a2"
4,929,1967,"Scott McKenzie","San Francisco (Be Sure to Wear Flowers In Your Hair) (Single Version)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
99,2,1967,"Senator Bobby And Senator McKinley","Mellow Yellow","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
20,432,1967,"Senator Bobby","Wild Thing","True",0,"male",4,"R&B",8,272651,NULL
98,6,1967,"Sergio Mendes & Brasil '66","For Me","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
82,79,1967,"Sergio Mendes & Brasil '66","Night And Day","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
67,160,1967,"Shirley Ellis","Soul Time","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
16,596,1967,"Simon & Garfunkel","At The Zoo","True",0,"male",6,"Pop",0,71180,NULL
23,462,1967,"Simon & Garfunkel","Fakin' It","True",0,"male",7,"Rock",0,144580,NULL
16,920,1967,"Small Faces","Itchycoo Park - Original (Mono)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,1185,1967,"Smokey Robinson & The Miracles","I Second That Emotion","True",0,"male",8,"R&B",0,486335,NULL
23,722,1967,"Smokey Robinson & The Miracles","More Love (Live At The Carter Barron Amphitheatre/1972)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
20,601,1967,"Smokey Robinson & The Miracles","Love I Saw In You Was Just A Mirage, The","True",10,"male",7,"R&B",0,486333,NULL
64,149,1967,"Solomon Burke","Keep A Light In The Window","True",3,"male",7,"R&B",0,7405157,NULL
49,203,1967,"Solomon Burke","Take Me (Just As I Am)","True",3,"male",7,"R&B",0,12538,NULL
53,172,1967,"Sonny & Cher","A Beautiful Story","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
56,221,1967,"Sonny & Cher","Good Combination","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
50,265,1967,"Sonny & Cher","It's The Little Things","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
74,79,1967,"Sonny & Cher","Plastic Man","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,806,1967,"Sonny & Cher","Beat Goes On, The","True",0,"male",4,"Pop",0,66148,NULL
97,6,1967,"Sonny James","I'll Never Find Another You","True",0,"male",4,"Pop",0,692455,NULL
91,10,1967,"The Soul Brothers Six","Some Kind Of Wonderful","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
33,402,1967,"The Soul Survivors","Explosion In Your Soul","True",3,"male",7,"R&B",0,5638680,"https://p.scdn.co/mp3-preview/5b82aea3ba8e1770937ab107970dc1e07227bd21?cid=635a94c846854eb29813825c79d704a2"
4,1144,1967,"The Soul Survivors","Expressway To Your Heart","True",0,"male",8,"R&B",3,8962802,NULL
14,752,1967,"Spanky & Our Gang","Lazy Day","True",0,"female",7,"Pop",0,52238,NULL
31,361,1967,"Spanky & Our Gang","Making Every Minuter Count","True",0,"female",8,"Pop",0,52248,NULL
9,539,1967,"Spanky & Our Gang","Sunday Will Never Be The Same","True",0,"female",7,"Pop",0,52252,NULL
95,11,1967,"Spyder Turner","I Can't Make It Anymore","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
90,40,1967,"Stevie Wonder","Hey Love","True",0,"male",7,"R&B",0,117558,NULL
2,1217,1967,"Stevie Wonder","I Was Made To Love Her","True",0,"male",9,"Pop",0,704695,NULL
12,567,1967,"Stevie Wonder","I'm Wondering","True",0,"male",8,"R&B",0,964272,NULL
32,354,1967,"Stevie Wonder","Travlin' Man","True",0,"male",7,"R&B",2,964222,NULL
13,1159,1967,"Stone Poneys","Different Drum","True",0,"female",6,"Pop",0,1172823,NULL
1,1306,1967,"Strawberry Alarm Clock","Incense And Peppermints (W/ Intro And Dialogue)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
23,607,1967,"Strawberry Alarm Clock","Tomorrow","True",0,"male",6,"Pop",0,7511062,NULL
97,10,1967,"Syl Johnson","Come On Sock It to Me","True",0,"male",8,"R&B",2,11365293,NULL
95,12,1967,"Syl Johnson","Different Strokes","True",0,"male",8,"R&B",0,11365288,NULL
16,591,1967,"Frankie Valli & The Four Seasons","Beggin' (2007 Remastered Version)","True",0,"male",8,"Pop",0,7762875,NULL
9,741,1967,"Frankie Valli & The Four Seasons","C'mon Marianne","True",6,"male",8,"Pop",0,608294,"https://p.scdn.co/mp3-preview/eb0dfd680a32abd10e222115e0b8ee57ff1e8ce0?cid=635a94c846854eb29813825c79d704a2"
30,390,1967,"Frankie Valli & The Four Seasons","Watch The Flowers Grow (2007 Remastered Version)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
45,224,1967,"The 5th Dimension","Another Day, Another Heartache (Digitally Remastered 1997)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
16,610,1967,"The 5th Dimension","Go Where You Wanna Go","True",0,"#N/A",0,"Rock",0,7257321,NULL
34,315,1967,"The 5th Dimension","Paper Cup","True",0,"male",7,"Rock",0,79111,NULL
7,911,1967,"The 5th Dimension","Up, Up And Away","True",2,"female",7,"Pop",0,7257328,NULL
5,1161,1967,"The American Breed","Bend Me, Shape Me","True",0,"male",6,"Pop",2,633841,NULL
24,445,1967,"The American Breed","Step Out Of Your Mind","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
59,128,1967,"The Arbors","Graduation Day","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
69,156,1967,"The Artistics","Girl I Need You","True",0,"male",8,"R&B",0,8548505,NULL
2,1133,1967,"The Association","Never My Love","True",0,"male",6,"Pop",0,1920045,NULL
51,281,1967,"The Association","No Fair At All","True",4,"male",7,"Pop",0,8509,"https://p.scdn.co/mp3-preview/8e1849330a3a0f4eb2dccf7e3189dd9c17324135?cid=635a94c846854eb29813825c79d704a2"
100,2,1967,"The Association","Requiem For The Masses","True",0,"male",5,"Pop",0,7179136,NULL
1,1242,1967,"The Association","Windy","True",4,"male",7,"Pop",0,1920043,"https://p.scdn.co/mp3-preview/d6b563156992324cc220a939bb510f2cb7d0cc16?cid=635a94c846854eb29813825c79d704a2"
83,33,1967,"The Bachelors","Walk With Faith in Your Heart","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
94,15,1967,"The Baltimore And Ohio Marching Band","Lapland","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
91,30,1967,"The Bar-Kays","Give Everybody Some","True",0,"#N/A",0,"R&B",0,7101887,NULL
19,548,1967,"The Beach Boys","Darlin'","True",0,"male",7,"Rock",2,13905491,NULL
12,496,1967,"The Beach Boys","Heroes And Villains (2012 Stereo Mix)","True",0,"duet",6,"Rock",0,13061248,NULL
31,364,1967,"The Beach Boys","Wild Honey","True",2,"male",7,"Rock",0,13905382,NULL
1,915,1967,"The Beatles","All You Need Is Love (Love Version)","True",2,"male",8,"Rock",2,700189,NULL
34,287,1967,"The Beatles","Baby You're A Rich Man","True",8,"male",7,"Rock",2,71122,NULL
1,997,1967,"The Beatles","Hello Goodbye","True",3,"male",7,"Pop",0,71125,NULL
56,152,1967,"The Beatles","I Am The Walrus","True",2,"male",7,"Pop",3,71126,NULL
1,813,1967,"The Beatles","Penny Lane","True",2,"male",5,"Pop",0,71123,NULL
8,671,1967,"The Beatles","Strawberry Fields Forever","True",0,"male",5,"Pop",0,71124,NULL
87,42,1967,"The Blades Of Grass","Happy","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
96,6,1967,"The Blues Project","No Time Like The Right Time","True",0,"male",6,"Rock",3,7515707,NULL
24,525,1967,"The Box Tops","Neon Rainbow","True",0,"male",5,"R&B",2,489275,NULL
1,1294,1967,"The Box Tops","Letter, The","True",0,"male",6,"Rock",0,489269,NULL
36,322,1967,"The Brass Ring","Dis-Advantages Of You, The","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,953,1967,"The Buckinghams","Don't You Care","True",0,"male",6,"Pop",0,6010,NULL
12,678,1967,"The Buckinghams","Hey Baby (They're Playing Our Song)","True",3,"male",8,"Pop",2,2745807,"https://p.scdn.co/mp3-preview/808e8b5927014f9ed066c2e414f44afb1c58a3d0?cid=635a94c846854eb29813825c79d704a2"
41,234,1967,"The Buckinghams","Lawdy Miss Claudy (Live)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,911,1967,"The Buckinghams","Mercy, Mercy, Mercy","True",4,"male",7,"Pop",0,6009,NULL
11,901,1967,"The Buckinghams","Susan","True",0,"male",7,"Pop",2,6007,NULL
58,262,1967,"Buffalo Springfield","Bluebird","True",0,"male",6,"Rock",0,38377,NULL
7,1049,1967,"Buffalo Springfield","For What It's Worth","True",0,"male",4,"Rock",0,38381,NULL
44,286,1967,"Buffalo Springfield","Rock and Roll Woman","True",0,"male",5,"Rock",0,38373,NULL
89,26,1967,"The Byrds","Goin' Back","True",0,"male",5,"Rock",0,536276,NULL
74,54,1967,"The Byrds","Have You Seen Her Face","True",0,"male",6,"Pop",0,10308,NULL
82,38,1967,"The Byrds","Lady Friend","True",0,"male",5,"Pop",2,1133650,NULL
30,365,1967,"The Byrds","My Back Pages","True",0,"male",6,"Pop",0,1133643,NULL
29,382,1967,"The Byrds","So You Want To Be A Rock 'N' Roll Star","True",0,"male",6,"Pop",0,1133635,NULL
81,91,1967,"The Candymen","Georgia Pines","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,949,1967,"The Casinos","Then You Can Tell Me Goodbye","True",0,"male",5,"Pop",0,7556867,NULL
68,158,1967,"The Choir (60s)","It's Cold Outside","True",0,"male",5,"Rock",2,11657020,NULL
79,55,1967,"The Contours","It's So Hard Being A Loser (Single Version)","True",0,"female",7,"R&B",2,13532798,NULL
2,1251,1967,"The Cowsills","Rain, The Park & Other Things, The","True",0,"male",6,"Pop",0,87574,NULL
39,376,1967,"The Critters","Don't Let The Rain Fall Down On Me","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
85,91,1967,"The Cryan' Shames","It Could Be We're In Love","True",0,"male",6,"Pop",0,410100,NULL
70,86,1967,"The Cyrkle","I Wish You Could Be Here","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
95,6,1967,"The Cyrkle","Penny Arcade","True",5,"male",6,"Pop",0,424084,"https://p.scdn.co/mp3-preview/045fcaadcbcee08117aecd7dea7de1e06a9f2d96?cid=635a94c846854eb29813825c79d704a2"
72,101,1967,"The Cyrkle","We Had A Good Thing Goin'","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
67,105,1967,"Dave Clark Five","A Little Bit Now","True",0,"male",8,"Pop",0,410851,NULL
43,341,1967,"Dave Clark Five","Everybody Knows (I Still Love You)","True",0,"male",6,"Pop",0,410834,NULL
44,270,1967,"Dave Clark Five","I've Got To Have A Reason","True",0,"male",5,"Pop",0,410848,NULL
89,23,1967,"The Dave Clark Five","Red And Blue","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,723,1967,"Dave Clark Five","You Got What It Takes","True",0,"male",7,"Pop",0,410849,NULL
35,325,1967,"Dave Clark Five","You Must Have Been A Beautiful Baby","True",0,"male",7,"Pop",0,410850,NULL
61,304,1967,"The Dells","O-O I Love You","True",5,"male",7,"R&B",5,7135826,"https://p.scdn.co/mp3-preview/36d3b84fa35acead94172d9b3093956fe44c0012?cid=635a94c846854eb29813825c79d704a2"
1,1442,1967,"The Doors","Light My Fire","True",0,"male",7,"Rock",0,697750,NULL
25,392,1967,"The Doors","Love Me Two Times","True",0,"male",7,"Rock",0,16420,NULL
12,644,1967,"The Doors","People Are Strange (New Stereo Mix Advanced Resolution)","True",0,"male",6,"Rock",0,7745111,NULL
16,850,1967,"The Easybeats","Friday On My Mind","True",0,"male",4,"Pop",0,16597195,NULL
27,486,1967,"The Electric Prunes","Get Me To The World On Time","True",0,"male",7,"Pop",0,7434518,NULL
92,9,1967,"The Elgins","It's Been A Long Long Time (A Long Time)","True",0,"female",7,"R&B",0,964242,NULL
87,51,1967,"The Epic Splendor","A Little Rain Must Fall","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
22,490,1967,"The Esquires","And Get Away","True",10,"duet",8,"Pop",0,6163555,"https://p.scdn.co/mp3-preview/ed072f2bc6fe0e0be670b1ee65a2705e5b726df5?cid=635a94c846854eb29813825c79d704a2"
11,987,1967,"The Esquires","Get On Up (Original Stereo Single Version)","True",10,"male",8,"Pop",0,10709461,"https://p.scdn.co/mp3-preview/f249f8f10d5b5ee0ef1c509643a724d0a4739f12?cid=635a94c846854eb29813825c79d704a2"
40,356,1967,"The Everly Brothers","Bowling Green","True",0,"duet",6,"Folk",0,1006088,NULL
63,226,1967,"Fantastic Four","Whole World Is A Stage, The","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,1227,1967,"The Fantastic Johnny C.","Boogaloo Down Broadway","True",2,"male",7,"R&B",3,502882,"https://p.scdn.co/mp3-preview/f20dbf7b7e6af7662325a89f73f1f9d6a42ab995?cid=635a94c846854eb29813825c79d704a2"
92,13,1967,"The Fascinations","Girls Are Out To Get You","True",0,"female",6,"R&B",0,624300,NULL
11,657,1967,"The Fifth Estate","Ding Dong! The Witch Is Dead","True",3,"male",7,"Pop",0,5266330,"https://p.scdn.co/mp3-preview/d721da1d081edda90b27fafd73c2af26c043e760?cid=635a94c846854eb29813825c79d704a2"
9,944,1967,"The Fireballs","Bottle Of Wine","True",0,"male",5,"Rock",0,7492772,NULL
36,384,1967,"The Five Americans","Sound Of Love","True",0,"male",5,"Rock",0,733921,NULL
5,883,1967,"The Five Americans","Western Union","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
36,327,1967,"The Five Americans","Zip Code","True",4,"male",8,"Rock",0,5888006,"https://p.scdn.co/mp3-preview/d54146fcec5a2f54b893a55b3780adb4cf489a30?cid=635a94c846854eb29813825c79d704a2"
